split,cls,cat,fmt,w,h,bytes
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1683700
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,350153
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1482033
train,ai,War_&_Conflict_Scenes,PNG,512,512,391901
train,ai,normal,JPEG,764,458,97816
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1584432
train,ai,normal,PNG,1024,1024,1210431
train,ai,normal,JPEG,640,960,99244
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1783193
train,ai,Political_&_Social_Events,PNG,512,512,309403
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,520260
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1886926
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,473391
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1513640
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,405770
train,ai,normal,PNG,256,256,99286
train,ai,Medical_&_Public_Health,PNG,512,512,301330
train,ai,production,PNG,512,512,451786
train,ai,Culture_&_Religion,PNG,1024,1024,1516462
train,ai,Medical_&_Public_Health,PNG,512,512,379090
train,ai,Medical_&_Public_Health,PNG,512,512,321897
train,ai,normal,PNG,256,256,110848
train,ai,Political_&_Social_Events,PNG,1024,1024,1923349
train,ai,War_&_Conflict_Scenes,PNG,512,512,411137
train,ai,Culture_&_Religion,PNG,512,512,315096
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,528829
train,ai,normal,PNG,512,512,485808
train,ai,production,PNG,1024,1024,1930439
train,ai,normal,PNG,1024,1024,1192222
train,ai,Political_&_Social_Events,PNG,1024,1024,1705183
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,68889
train,ai,Political_&_Social_Events,PNG,1024,1024,2061173
train,ai,production,PNG,1024,1024,1570454
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,512,768,65907
train,ai,Medical_&_Public_Health,PNG,1024,1024,1305268
train,ai,normal,JPEG,764,1358,73109
train,ai,normal,JPEG,512,341,31769
train,ai,normal,PNG,1024,1024,1077857
train,ai,normal,PNG,512,512,419706
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1810505
train,ai,production,PNG,1024,1024,1953441
train,ai,normal,JPEG,450,675,37351
train,ai,production,PNG,1024,1024,2000959
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1617883
train,ai,normal,JPEG,450,675,36307
train,ai,production,PNG,1024,1024,1812316
train,ai,Culture_&_Religion,PNG,512,512,324126
train,ai,normal,PNG,512,512,406796
train,ai,normal,PNG,512,512,444952
train,ai,Political_&_Social_Events,PNG,1024,1024,2208716
train,ai,production,PNG,512,512,427466
train,ai,normal,PNG,256,256,129285
train,ai,production,PNG,512,512,446668
train,ai,Political_&_Social_Events,PNG,512,512,340209
train,ai,normal,PNG,256,256,148306
train,ai,normal,PNG,1024,1024,1524743
train,ai,normal,JPEG,764,1146,44625
train,ai,War_&_Conflict_Scenes,PNG,512,512,426662
train,ai,Culture_&_Religion,PNG,512,512,442090
train,ai,normal,PNG,256,256,197109
train,ai,Culture_&_Religion,PNG,1024,1024,1669059
train,ai,normal,PNG,256,256,143608
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,512,512,343307
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,1024,1024,1227883
train,ai,normal,PNG,256,256,162207
train,ai,War_&_Conflict_Scenes,PNG,512,512,405666
train,ai,Medical_&_Public_Health,PNG,1024,1024,1361889
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,540362
train,ai,Culture_&_Religion,PNG,512,512,390804
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1701074
train,ai,Medical_&_Public_Health,PNG,512,512,383340
train,ai,normal,PNG,1024,1024,1012422
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,512,512,420125
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,544043
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1905481
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,544860
train,ai,Medical_&_Public_Health,PNG,1024,1024,1538097
train,ai,normal,JPEG,450,360,14832
train,ai,normal,JPEG,764,1150,97188
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1747552
train,ai,Political_&_Social_Events,PNG,512,512,388059
train,ai,War_&_Conflict_Scenes,PNG,512,512,336145
train,ai,War_&_Conflict_Scenes,PNG,512,512,406610
train,ai,normal,JPEG,450,540,34800
train,ai,Political_&_Social_Events,PNG,1024,1024,1629489
train,ai,normal,PNG,256,256,124331
train,ai,production,PNG,512,512,448172
train,ai,normal,PNG,256,256,102370
train,ai,War_&_Conflict_Scenes,PNG,512,512,410882
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,375973
train,ai,normal,PNG,256,256,147718
train,ai,Culture_&_Religion,PNG,1024,1024,1704838
train,ai,Culture_&_Religion,PNG,1024,1024,1382804
train,ai,normal,PNG,256,256,115862
train,ai,Medical_&_Public_Health,PNG,512,512,274994
train,ai,normal,JPEG,450,675,30474
train,ai,normal,PNG,256,256,96097
train,ai,normal,PNG,512,512,550286
train,ai,production,PNG,512,512,428908
train,ai,normal,PNG,1024,1024,847552
train,ai,Political_&_Social_Events,PNG,512,512,351336
train,ai,Political_&_Social_Events,PNG,1024,1024,1910483
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1920571
train,ai,War_&_Conflict_Scenes,PNG,512,512,354177
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1790006
train,ai,normal,JPEG,450,675,20540
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1533544
train,ai,normal,JPEG,640,1280,145526
train,ai,production,PNG,1024,1024,1995914
train,ai,Medical_&_Public_Health,PNG,1024,1024,1620829
train,ai,production,PNG,512,512,457841
train,ai,Culture_&_Religion,PNG,1024,1024,1781135
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1564676
train,ai,Culture_&_Religion,PNG,1024,1024,1765441
train,ai,production,PNG,1024,1024,2045367
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1608071
train,ai,normal,JPEG,764,1117,103197
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1869777
train,ai,Medical_&_Public_Health,PNG,1024,1024,1355564
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1762193
train,ai,production,PNG,1024,1024,2181227
train,ai,production,PNG,1024,1024,1676154
train,ai,Medical_&_Public_Health,PNG,512,512,340642
train,ai,Medical_&_Public_Health,PNG,1024,1024,1391340
train,ai,production,PNG,512,512,438926
train,ai,normal,PNG,1024,1024,988726
train,ai,normal,PNG,256,256,138323
train,ai,production,PNG,1024,1024,1826492
train,ai,Political_&_Social_Events,PNG,512,512,334724
train,ai,Culture_&_Religion,PNG,512,512,371474
train,ai,production,PNG,512,512,452154
train,ai,Medical_&_Public_Health,PNG,512,512,370333
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,457593
train,ai,War_&_Conflict_Scenes,PNG,512,512,410452
train,ai,Political_&_Social_Events,PNG,512,512,341075
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,1024,1024,1309015
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1792058
train,ai,Medical_&_Public_Health,PNG,1024,1024,1532632
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1849687
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,433284
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,369621
train,ai,normal,JPEG,764,1528,179054
train,ai,production,PNG,512,512,426567
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1887719
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,1024,1024,1510289
train,ai,normal,PNG,1024,1024,992155
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1555775
train,ai,Medical_&_Public_Health,PNG,1024,1024,1393184
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1800417
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,512,512,359008
train,ai,normal,PNG,256,256,100477
train,ai,production,PNG,512,512,438979
train,ai,normal,PNG,256,256,87347
train,ai,normal,PNG,1024,1024,1361974
train,ai,Culture_&_Religion,PNG,512,512,465260
train,ai,Medical_&_Public_Health,PNG,1024,1024,1310084
train,ai,normal,PNG,256,256,106519
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1982617
train,ai,Culture_&_Religion,PNG,1024,1024,1689312
train,ai,production,PNG,512,512,418863
train,ai,normal,PNG,1024,1024,1483955
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,1024,1024,1155776
train,ai,production,PNG,512,512,440334
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,764,1146,60756
train,ai,production,PNG,1024,1024,1828079
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,351830
train,ai,Culture_&_Religion,PNG,1024,1024,1590548
train,ai,War_&_Conflict_Scenes,PNG,512,512,351031
train,ai,Political_&_Social_Events,PNG,512,512,385472
train,ai,production,PNG,1024,1024,1654665
train,ai,Medical_&_Public_Health,PNG,1024,1024,1321867
train,ai,normal,PNG,256,256,115015
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,1024,1024,1468955
train,ai,Medical_&_Public_Health,PNG,512,512,318417
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1575560
train,ai,production,PNG,1024,1024,1845610
train,ai,normal,PNG,1024,1024,858484
train,ai,Political_&_Social_Events,PNG,1024,1024,1253128
train,ai,normal,JPEG,764,1146,106751
train,ai,Political_&_Social_Events,PNG,1024,1024,1873175
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1601753
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,429557
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1900361
train,ai,Medical_&_Public_Health,PNG,512,512,329582
train,ai,normal,PNG,256,256,137435
train,ai,Culture_&_Religion,PNG,512,512,410065
train,ai,production,PNG,1024,1024,1978222
train,ai,normal,PNG,1024,1024,1051925
train,ai,Culture_&_Religion,PNG,512,512,491042
train,ai,War_&_Conflict_Scenes,PNG,512,512,362720
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,544077
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,450,658,54091
train,ai,normal,PNG,256,256,114500
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,1024,1024,1692730
train,ai,normal,PNG,256,256,108289
train,ai,normal,PNG,512,512,390398
train,ai,War_&_Conflict_Scenes,PNG,512,512,367207
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,467042
train,ai,Political_&_Social_Events,PNG,1024,1024,1382912
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,372917
train,ai,Political_&_Social_Events,PNG,512,512,393870
train,ai,normal,JPEG,450,675,52908
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,512,512,363779
train,ai,Culture_&_Religion,PNG,512,512,403107
train,ai,normal,PNG,512,512,470151
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1891467
train,ai,Medical_&_Public_Health,PNG,1024,1024,1331916
train,ai,Political_&_Social_Events,PNG,512,512,345630
train,ai,Culture_&_Religion,PNG,512,512,338544
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,298071
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,450,600,26604
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,142680
train,ai,normal,PNG,512,512,571868
train,ai,normal,JPEG,764,764,53719
train,ai,normal,JPEG,764,1273,70334
train,ai,normal,PNG,256,256,104268
train,ai,Medical_&_Public_Health,PNG,512,512,371755
train,ai,normal,PNG,256,256,149481
train,ai,normal,PNG,256,256,133179
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,380172
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,487847
train,ai,War_&_Conflict_Scenes,PNG,512,512,358495
train,ai,Political_&_Social_Events,PNG,1024,1024,1729465
train,ai,normal,PNG,1024,1024,1220555
train,ai,normal,PNG,256,256,109012
train,ai,production,PNG,512,512,435273
train,ai,normal,PNG,512,512,439413
train,ai,War_&_Conflict_Scenes,PNG,512,512,387045
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,1024,1024,1607493
train,ai,Political_&_Social_Events,PNG,1024,1024,2002784
train,ai,normal,PNG,256,256,92340
train,ai,normal,PNG,512,512,443261
train,ai,normal,PNG,256,256,95897
train,ai,normal,PNG,1024,1024,837375
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,512,512,417419
train,ai,Medical_&_Public_Health,PNG,512,512,384866
train,ai,normal,JPEG,764,1140,89026
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1694121
train,ai,normal,PNG,512,512,570719
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1694225
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1777392
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1708851
train,ai,Culture_&_Religion,PNG,512,512,341505
train,ai,normal,PNG,256,256,141561
train,ai,normal,PNG,1024,1024,1009647
train,ai,production,PNG,1024,1024,1842847
train,ai,Medical_&_Public_Health,PNG,1024,1024,1558846
train,ai,normal,JPEG,450,675,27751
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,1024,1024,1410799
train,ai,normal,PNG,512,512,503272
train,ai,normal,JPEG,450,450,34694
train,ai,War_&_Conflict_Scenes,PNG,512,512,380780
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,450,657,23718
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,1024,1024,1816913
train,ai,production,PNG,1024,1024,1710340
train,ai,production,PNG,512,512,411094
train,ai,normal,PNG,256,256,197109
train,ai,Culture_&_Religion,PNG,512,512,431996
train,ai,normal,PNG,256,256,197109
train,ai,Culture_&_Religion,PNG,1024,1024,1611305
train,ai,normal,JPEG,450,564,60674
train,ai,production,PNG,1024,1024,1716577
train,ai,production,PNG,1024,1024,1883576
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1368671
train,ai,normal,PNG,256,256,89410
train,ai,normal,PNG,512,512,446395
train,ai,Culture_&_Religion,PNG,512,512,322466
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,376100
train,ai,normal,PNG,256,256,109243
train,ai,normal,JPEG,1024,1024,105432
train,ai,Political_&_Social_Events,PNG,1024,1024,1612560
train,ai,Medical_&_Public_Health,PNG,1024,1024,1452462
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1724555
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1752278
train,ai,normal,JPEG,450,675,54093
train,ai,Medical_&_Public_Health,PNG,512,512,316435
train,ai,production,PNG,512,512,428895
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,1024,1024,1080515
train,ai,production,PNG,512,512,402312
train,ai,normal,JPEG,764,1146,81548
train,ai,Culture_&_Religion,PNG,512,512,335639
train,ai,normal,PNG,256,256,110154
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2443087
train,ai,Culture_&_Religion,PNG,512,512,336086
train,ai,Political_&_Social_Events,PNG,1024,1024,1934707
train,ai,War_&_Conflict_Scenes,PNG,512,512,418179
train,ai,War_&_Conflict_Scenes,PNG,512,512,381508
train,ai,production,PNG,1024,1024,1811986
train,ai,War_&_Conflict_Scenes,PNG,512,512,431808
train,ai,normal,PNG,256,256,149482
train,ai,normal,PNG,512,512,490146
train,ai,normal,JPEG,450,675,11034
train,ai,Medical_&_Public_Health,PNG,512,512,351406
train,ai,Culture_&_Religion,PNG,512,512,412372
train,ai,production,PNG,512,512,453794
train,ai,normal,PNG,256,256,102949
train,ai,production,PNG,1024,1024,1664793
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,454920
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1996698
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,440043
train,ai,production,PNG,1024,1024,1686360
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,461479
train,ai,Culture_&_Religion,PNG,1024,1024,1853834
train,ai,Political_&_Social_Events,PNG,1024,1024,1516080
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,512,512,261047
train,ai,normal,PNG,512,512,424828
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,2001891
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,1024,1024,1075341
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,428812
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1849591
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2376509
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,1024,1024,1714306
train,ai,normal,JPEG,764,1146,70569
train,ai,production,PNG,1024,1024,1864149
train,ai,War_&_Conflict_Scenes,PNG,512,512,376634
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2300136
train,ai,normal,PNG,256,256,131320
train,ai,production,PNG,1024,1024,1975284
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,355689
train,ai,production,PNG,512,512,475613
train,ai,production,PNG,1024,1024,1910254
train,ai,Medical_&_Public_Health,PNG,1024,1024,1259845
train,ai,normal,PNG,256,256,114172
train,ai,production,PNG,1024,1024,1472748
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2017851
train,ai,production,PNG,512,512,412106
train,ai,Culture_&_Religion,PNG,1024,1024,1628557
train,ai,normal,PNG,512,512,373856
train,ai,production,PNG,512,512,422608
train,ai,normal,PNG,256,256,139992
train,ai,production,PNG,512,512,398668
train,ai,normal,PNG,256,256,107073
train,ai,normal,PNG,256,256,82281
train,ai,normal,PNG,256,256,118652
train,ai,Culture_&_Religion,PNG,1024,1024,1504083
train,ai,production,PNG,1024,1024,1686538
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1762724
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1892849
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,470612
train,ai,normal,PNG,256,256,145720
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,450,800,46032
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1504184
train,ai,Medical_&_Public_Health,PNG,512,512,305507
train,ai,normal,PNG,1024,1024,767950
train,ai,Medical_&_Public_Health,PNG,1024,1024,1408189
train,ai,normal,JPEG,512,768,51561
train,ai,normal,PNG,512,512,419458
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1934685
train,ai,normal,JPEG,764,1146,81537
train,ai,Political_&_Social_Events,PNG,512,512,403504
train,ai,Culture_&_Religion,PNG,512,512,319060
train,ai,normal,JPEG,450,270,17016
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1756779
train,ai,production,PNG,512,512,473885
train,ai,normal,JPEG,450,358,31160
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,1024,1024,1477829
train,ai,Medical_&_Public_Health,PNG,512,512,324011
train,ai,Medical_&_Public_Health,PNG,1024,1024,1390043
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1757241
train,ai,normal,PNG,1024,1024,748604
train,ai,normal,PNG,256,256,157172
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1924030
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,484827
train,ai,normal,PNG,256,256,103269
train,ai,normal,PNG,256,256,110282
train,ai,normal,JPEG,764,1019,83767
train,ai,production,PNG,1024,1024,2012331
train,ai,Medical_&_Public_Health,PNG,512,512,347487
train,ai,Medical_&_Public_Health,PNG,512,512,340125
train,ai,normal,PNG,512,512,370554
train,ai,Medical_&_Public_Health,PNG,512,512,337956
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,512,512,379715
train,ai,normal,PNG,512,512,489729
train,ai,normal,PNG,256,256,144297
train,ai,Political_&_Social_Events,PNG,512,512,396740
train,ai,production,PNG,1024,1024,1897699
train,ai,Culture_&_Religion,PNG,512,512,472598
train,ai,Political_&_Social_Events,PNG,512,512,479381
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,764,1270,74022
train,ai,normal,PNG,256,256,109825
train,ai,normal,PNG,1024,1024,981496
train,ai,production,PNG,1024,1024,1712094
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,1024,1024,1623948
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,1024,1024,1666523
train,ai,Medical_&_Public_Health,PNG,1024,1024,1547490
train,ai,Medical_&_Public_Health,PNG,1024,1024,1397774
train,ai,Political_&_Social_Events,PNG,512,512,387032
train,ai,Political_&_Social_Events,PNG,1024,1024,1854560
train,ai,Medical_&_Public_Health,PNG,1024,1024,1281221
train,ai,Political_&_Social_Events,PNG,1024,1024,1673056
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1554291
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1705736
train,ai,normal,JPEG,764,1358,78735
train,ai,normal,JPEG,450,675,23686
train,ai,Culture_&_Religion,PNG,1024,1024,1495773
train,ai,normal,PNG,256,256,109743
train,ai,Culture_&_Religion,PNG,512,512,433733
train,ai,normal,PNG,256,256,74569
train,ai,Culture_&_Religion,PNG,1024,1024,1561431
train,ai,production,PNG,1024,1024,1695378
train,ai,normal,PNG,512,512,458020
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,1024,1024,1726997
train,ai,normal,PNG,256,256,124908
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2169345
train,ai,production,PNG,1024,1024,1899017
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,485861
train,ai,production,PNG,1024,1024,2038849
train,ai,normal,PNG,256,256,142059
train,ai,normal,PNG,256,256,92028
train,ai,Political_&_Social_Events,PNG,1024,1024,1422257
train,ai,Political_&_Social_Events,PNG,512,512,357637
train,ai,production,PNG,512,512,435656
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2138970
train,ai,Medical_&_Public_Health,PNG,1024,1024,1450314
train,ai,Political_&_Social_Events,PNG,512,512,348850
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1815350
train,ai,Political_&_Social_Events,PNG,512,512,305261
train,ai,normal,JPEG,450,675,45673
train,ai,Medical_&_Public_Health,PNG,512,512,313127
train,ai,Medical_&_Public_Health,PNG,512,512,266702
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1822658
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1569303
train,ai,production,PNG,512,512,390850
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,145022
train,ai,normal,JPEG,764,1242,91540
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1974115
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,360565
train,ai,War_&_Conflict_Scenes,PNG,512,512,366531
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1402681
train,ai,normal,PNG,512,512,599206
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1830909
train,ai,Culture_&_Religion,PNG,512,512,383492
train,ai,Culture_&_Religion,PNG,512,512,350433
train,ai,normal,PNG,256,256,128115
train,ai,Medical_&_Public_Health,PNG,1024,1024,1351903
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,115746
train,ai,normal,JPEG,764,1528,137140
train,ai,Political_&_Social_Events,PNG,1024,1024,1676883
train,ai,normal,JPEG,1344,1728,55122
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,446689
train,ai,Political_&_Social_Events,PNG,512,512,328728
train,ai,normal,PNG,256,256,109749
train,ai,normal,PNG,512,512,552644
train,ai,production,PNG,1024,1024,1742245
train,ai,Political_&_Social_Events,PNG,1024,1024,1565692
train,ai,War_&_Conflict_Scenes,PNG,512,512,434994
train,ai,War_&_Conflict_Scenes,PNG,512,512,352708
train,ai,Political_&_Social_Events,PNG,1024,1024,2063411
train,ai,normal,PNG,256,256,141521
train,ai,normal,PNG,512,512,406196
train,ai,normal,PNG,512,512,362782
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,197109
train,ai,Culture_&_Religion,PNG,512,512,355221
train,ai,production,PNG,1024,1024,1834361
train,ai,normal,PNG,256,256,197109
train,ai,Culture_&_Religion,PNG,512,512,385137
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1718181
train,ai,Political_&_Social_Events,PNG,512,512,406121
train,ai,Culture_&_Religion,PNG,1024,1024,1514479
train,ai,Medical_&_Public_Health,PNG,1024,1024,1566024
train,ai,Medical_&_Public_Health,PNG,1024,1024,1291330
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,115038
train,ai,Culture_&_Religion,PNG,1024,1024,2183872
train,ai,Culture_&_Religion,PNG,1024,1024,1980330
train,ai,Culture_&_Religion,PNG,1024,1024,1726091
train,ai,War_&_Conflict_Scenes,PNG,512,512,336259
train,ai,Culture_&_Religion,PNG,512,512,396878
train,ai,Culture_&_Religion,PNG,1024,1024,1649701
train,ai,production,PNG,1024,1024,1709420
train,ai,normal,JPEG,764,509,73925
train,ai,production,PNG,512,512,410204
train,ai,normal,PNG,1024,1024,1974232
train,ai,Medical_&_Public_Health,PNG,512,512,347580
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,64299
train,ai,production,PNG,512,512,401174
train,ai,production,PNG,512,512,386740
train,ai,Culture_&_Religion,PNG,1024,1024,1277302
train,ai,Political_&_Social_Events,PNG,1024,1024,1891525
train,ai,Political_&_Social_Events,PNG,1024,1024,1722498
train,ai,normal,JPEG,512,512,15837
train,ai,Political_&_Social_Events,PNG,1024,1024,1666506
train,ai,production,PNG,1024,1024,1751778
train,ai,production,PNG,1024,1024,1368511
train,ai,Medical_&_Public_Health,PNG,512,512,326814
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,104925
train,ai,normal,PNG,1024,1024,860314
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1273895
train,ai,normal,PNG,256,256,88282
train,ai,Culture_&_Religion,PNG,512,512,311480
train,ai,Culture_&_Religion,PNG,512,512,345699
train,ai,normal,JPEG,764,1353,104561
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1503166
train,ai,normal,JPEG,764,448,48454
train,ai,normal,JPEG,764,1146,101266
train,ai,normal,PNG,512,512,429773
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1474423
train,ai,normal,JPEG,450,270,11828
train,ai,normal,JPEG,764,1603,88473
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,337266
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1547756
train,ai,War_&_Conflict_Scenes,PNG,512,512,393283
train,ai,Medical_&_Public_Health,PNG,512,512,325322
train,ai,production,PNG,512,512,426366
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,76138
train,ai,normal,PNG,256,256,143496
train,ai,War_&_Conflict_Scenes,PNG,512,512,397502
train,ai,normal,PNG,512,512,316088
